9.555306541021694189e-01,-2.878406289981459421e-01,6.410102471124697054e-02
9.574444125577818987e-01,-2.776349434860763132e-01,7.886085858882885269e-02
9.561948184150396157e-01,-2.728989764508369387e-01,1.059132564333431920e-01
9.610367389868090804e-01,-2.606834735576064044e-01,9.193754908382231750e-02
9.587259297364290056e-01,-2.716858237032943046e-01,8.385347249626844135e-02
9.588559998157851760e-01,-2.659946886233266472e-01,9.920684069886900880e-02
9.600577992920823478e-01,-2.675913078872184103e-01,8.175520755065894540e-02
9.598934721092252653e-01,-2.597254309874049705e-01,1.055804086964174798e-01
9.564190735792138520e-01,-2.611613082876799163e-01,1.306037011242243417e-01
9.592181044083772923e-01,-2.460815108583513378e-01,1.390845720735076063e-01
9.563842778959931179e-01,-2.789578381304909094e-01,8.666970369698138998e-02
9.547650133726963695e-01,-2.816989152922161899e-01,9.523387192918066069e-02
9.564491521055591416e-01,-2.744595566096830197e-01,9.938295237199014365e-02
9.587194387954545149e-01,-2.710270068012978761e-01,8.603138531988097082e-02
9.590546259924146444e-01,-2.656517942406446675e-01,9.820055284608006363e-02
9.580744116385566667e-01,-2.596268906052943692e-01,1.211911689771982409e-01
9.571606138362656058e-01,-2.777580308463821757e-01,8.181708636295649539e-02
9.591590064437462981e-01,-2.728522879511513510e-01,7.460314549445862253e-02
9.598591837783548852e-01,-2.632937740101700674e-01,9.667851821284716152e-02
9.594900200528257983e-01,-2.455211346522392923e-01,1.381965045075490006e-01
9.579888610194872145e-01,-2.815397022343355538e-01,5.470592498429562717e-02
9.563686549250548508e-01,-2.867037435480727647e-01,5.621351538875923176e-02
9.578172420529940112e-01,-2.798626067822728714e-01,6.529205274018594352e-02
9.576160898325883908e-01,-2.762440226505371577e-01,8.161289385626169235e-02
9.531520076470533231e-01,-2.147224428488164749e-01,2.130622511272897701e-01
4.836388621123066667e-01,2.719442752273042441e-01,8.319493747974148201e-01
7.292121251612718735e-01,8.681214886433541444e-02,6.787586664841472883e-01
9.434703366814803926e-01,-2.043609331919499505e-01,2.609604046345905259e-01
9.477008051800900335e-01,-2.187872547777598986e-01,2.323689329661358383e-01
9.558608112275117641e-01,-2.358086462660728688e-01,1.752837468382202890e-01
9.545624785873109142e-01,-2.162124894115334262e-01,2.050917694489886312e-01
9.516432690224836399e-01,-2.141267385465899509e-01,2.202835181387867436e-01
9.294963557159099388e-01,-1.435375832932216655e-01,3.397550395405257162e-01
